LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,TOTAL_PRECIPITATION_CALGARY,MEAN_TEMPERATURE_EDMONTON,TOTAL_PRECIPITATION_EDMONTON,MEAN_TEMPERATURE_HALIFAX,TOTAL_PRECIPITATION_HALIFAX,MEAN_TEMPERATURE_MONCTON,TOTAL_PRECIPITATION_MONCTON,MEAN_TEMPERATURE_MONTREAL,TOTAL_PRECIPITATION_MONTREAL,MEAN_TEMPERATURE_OTTAWA,TOTAL_PRECIPITATION_OTTAWA,MEAN_TEMPERATURE_QUEBEC,TOTAL_PRECIPITATION_QUEBEC,MEAN_TEMPERATURE_SASKATOON,TOTAL_PRECIPITATION_SASKATOON,MEAN_TEMPERATURE_STJOHNS,TOTAL_PRECIPITATION_STJOHNS,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_TORONTO,MEAN_TEMPERATURE_VANCOUVER,TOTAL_PRECIPITATION_VANCOUVER,MEAN_TEMPERATURE_WHITEHORSE,TOTAL_PRECIPITATION_WHITEHORSE,MEAN_TEMPERATURE_WINNIPEG,TOTAL_PRECIPITATION_WINNIPEG
5/20/18 00:00,14.3,0,15.4,0,14.5,21.7,,,15.8,9.1,12.6,16.2,10.8,3.6,,,8.1,4.2,14.6,0,16.4,0,9.2,,17.2,0
5/21/18 00:00,16.3,0,15.9,0,14.2,0,,,17.3,0,15.6,0,12.3,0.6,,,7.5,0,14.1,0,15.7,0,10.6,,19,0
5/22/18 00:00,18.2,0,16.3,0,11.4,0,,,17.2,2.1,13.8,4.2,15.5,0,,,4.5,0,14.4,8.6,14.8,0,9.3,,21.6,0
5/23/18 00:00,18.5,0,19.6,0,10.4,0,,,17.5,0,16.7,0,9.4,2.9,,,,,18,0,16.3,0,9.6,,22.5,0
5/24/18 00:00,19.8,0.2,20.2,2.4,7,0.2,,,17,0,17,0,9.8,0.2,,,,,20.4,0,16.5,0,9.2,,25.2,3
5/25/18 00:00,18.3,0,18.1,0,12.5,8,,,21.6,0.3,20.7,5.4,19.8,3.5,,,2.8,4.4,23.2,0,15,0,8.1,,23.9,0.4
5/26/18 00:00,18.1,0,16.3,0.4,13.7,1.6,,,19.1,7.6,18.9,2.8,13.5,0,,,5.6,4.9,22.2,0,14.9,0,6.3,,20.9,0
5/27/18 00:00,16.9,0,15,0,8.4,0,,,16.1,0.2,18.6,0,15.2,0,,,2.4,1.7,21.6,0,16.5,0,7.2,,22.7,0.2
5/28/18 00:00,20,0,21.2,0,9.2,0,,,17.5,1.2,20.5,1,14.6,0.4,,,5.9,0,22.9,0,16.2,0,5.2,,21.3,0
5/29/18 00:00,13.1,0,13.2,0,13.9,0,,,19.5,0,19,0,15.6,0.1,,,6.8,25.3,23,0,14.4,0,8.4,,23.8,0.4
5/30/18 00:00,,4.2,10.5,9,12.2,0,,,20.9,0,20.1,0,15.8,0,,,4.3,54,23.8,0,13.8,0,8.2,,18.5,46.1
5/31/18 00:00,6.9,10.6,9.9,0,17.5,0,,,25,0,22.9,1.4,22.7,0,,,4,3.7,25.5,10,14.5,0,8.2,,15.7,4
6/1/18 00:00,11,10.7,8,4.8,21.9,0,,,24.1,0,21.3,0.2,22.1,5,,,7.7,0.2,21.6,0,13.9,0.4,9,,14,0.3
6/2/18 00:00,12.1,0,10.6,0.4,12.2,7.6,,,19.9,0,18.8,0,14.2,0,,,6.9,0,17.4,0,16.5,0,7.6,,13.5,4.1
6/3/18 00:00,14.6,0,12.9,0,5,0,,,18.5,4,17.6,20.2,12.8,0.2,,,1.8,1,17.7,7.4,13.7,0.4,11.7,,15.1,0.2
6/4/18 00:00,13.8,0.6,13,2.4,6.1,0.3,,,12.3,21.9,14.1,29.8,8.8,24.9,,,2.1,0.6,16.8,1,14,0,10.6,,13.9,0
6/5/18 00:00,11.8,0,11.9,2,5.4,50.6,,,13.2,0,12.1,1.6,10.3,9.4,,,6.9,4.9,13,0.2,13.9,0.2,11.4,,18.2,0
6/6/18 00:00,15.4,0,12.3,0,6.7,1,,,14.3,0,14,1.4,12.6,0.4,,,3.1,2.2,13.3,0,14.7,0,9.7,,17.9,0
6/7/18 00:00,17.6,0,16.1,0,11,0,,,17.6,0,16,0,13.4,4.7,,,4.6,0,17.3,0,14.3,0,10.2,,21.4,0
6/8/18 00:00,20.1,0,19.6,0,13.3,0,,,17.5,0,16.6,0,14.9,0,,,8.7,0,17.4,0,13.3,12.2,8.8,,21.1,0
6/9/18 00:00,19.6,0.8,19.5,0.4,14.5,0,,,17.1,0,16,0,13.6,0,,,4.9,0.9,18.2,0,12.5,0.2,8.2,,19.8,0
6/10/18 00:00,9.4,12,9.4,32,11.9,0,,,14,0,14.7,0,12,0,,,10.1,0,18.4,0,13.2,0,8.4,,23.8,0
6/11/18 00:00,11.2,0,10.2,11.2,9.1,0,,,,,15.7,0,,,,,6.4,0.2,17.1,0,13.6,0,11.3,,17.3,4.4
6/12/18 00:00,14.6,0,11.8,0,12.2,0,,,20,0,18.3,0,14.7,0.3,,,6.6,0,18.4,0,12.8,0.6,11.2,,18,2
6/13/18 00:00,16.7,0,12.2,0,17.3,3,,,21.2,3.3,17.2,7.6,14.9,21.9,,,7.9,1.7,23,3.2,14.7,10.8,10.7,,20.3,0
6/14/18 00:00,11.3,0.8,13.5,1,8.2,13.4,,,14.7,9.9,14.7,2,8.7,14.3,,,5.9,0.2,19.9,0,16.3,0,9,,22.2,42.3
6/15/18 00:00,11.6,0.8,11.9,16.6,13.1,0.6,,,18.4,0,16.8,0,14.6,0,,,4.5,1.1,19.1,0,16.4,0,12.2,,22.4,0
6/16/18 00:00,12.9,6.6,14,0,16.9,0,,,21.5,0,19.3,0,17.9,0,,,8.4,0,21.7,0,18.3,0,13.6,,20.2,0.4
6/17/18 00:00,13.6,0,14.5,0,13.9,0,,,23.5,0.2,22.2,0,18.2,1.2,,,3.1,0,24.6,0,17.7,0,15.7,,20.5,0
6/18/18 00:00,15.1,0,17.1,0,11.5,21.4,,,23.4,21,23.5,2.2,18.5,15.1,,,5.1,0.7,25.4,2.6,20.6,0,18.2,,21.4,0
6/19/18 00:00,17.6,0,17.7,0,17.2,6.8,,,18.7,0,18,0,16.7,0,,,11.4,27.4,19.6,0,20,0,20.3,,22.9,0
6/20/18 00:00,19.4,0,19.6,0,18.8,0,,,20.7,0,19.3,0,15.9,6,,,14.7,0,20.4,0,20.6,0,21.1,,24.3,0
6/21/18 00:00,19,0,19.8,0,,0,,,16.6,0,15.1,0,12.5,0,,,15.4,0,18.1,0,18,0,19.5,,25.8,0
6/22/18 00:00,17.8,3.2,17.8,2.2,14.7,0,,,18.1,0,17.3,0,14.9,0,,,9.7,0,17.9,1.6,16.4,0,17,,25.7,7.5
6/23/18 00:00,16.8,27,17.9,1,14.6,0.2,,,18.7,3.8,18.4,2.6,16.3,0,,,13.4,0,18,4.8,17.3,0,14.2,,22.9,0
6/24/18 00:00,18.5,0,18.8,0,18,1,,,18,4.2,17.3,0.8,16.3,1.8,,,12,14.7,18.1,21.4,17.8,8,12.2,,21.3,0
6/25/18 00:00,20,0,20,0,11.2,35.8,,,16.5,0,16.2,0,12,0,,,5.5,15,18.1,0,16,2.6,12.7,,20.7,0
6/26/18 00:00,15.3,0,13.8,0,12.5,0,,,17.1,0,15.6,0,13.4,0,,,4.6,20.7,17.3,0,16.7,0,12.4,,24.2,2.5
6/27/18 00:00,15,0,13.6,0,18.6,0,,,21.5,1.2,18,1.2,18.5,0,,,10.6,0,19.3,7.8,16,0,13.3,,22.8,2.2
6/28/18 00:00,,1,12.5,0,16.6,3.8,,,20,0,21.5,0.6,17.6,5.6,,,15.9,0,24.6,0,17.1,0,12.1,,23.1,0
6/29/18 00:00,14.4,4.2,15.6,0,20.7,32.6,,,25.2,0,24.5,0,21.4,3.4,,,18.1,0.5,25.3,0,15.7,2,13,,21.6,9.5
6/30/18 00:00,,0,12.8,1.2,22.2,0,,,27.2,5.8,27.1,0.2,20.2,21.1,,,14.9,8.1,28.7,0,16.1,1.4,11.8,,21,0
7/1/18 00:00,14.8,0,12.5,0.2,19.5,0,,,28.3,0,29.1,0,19.1,0,,,10.4,0,29.1,0,17.3,1,11.6,,21,6
7/2/18 00:00,11.5,1.6,12.4,0,17.3,0,,,29.9,0,28.6,0.6,24.2,24.6,,,13.3,0,27,0,16.4,0,14.6,,20.6,0
7/3/18 00:00,11.9,0.8,13.4,6.6,21.7,0,,,27.2,0,25.4,0,23.8,0,,,16.4,0,24.7,0,14.8,0,16.5,,20.9,0
7/4/18 00:00,14.5,4.2,14.8,0.2,25.2,0,,,27.1,0,25.3,0,23.3,0,,,,,26.4,0,17.7,0,17,,21.9,12.7
7/5/18 00:00,17.4,0,16.7,0,23.8,0,,,28.4,0,27.7,0,24.5,0,,,,,27.2,23.8,20.5,0,18,,19.7,0
7/6/18 00:00,23.3,,21.5,,23.3,,,,21.5,0,20,,16.5,2.1,,,15.6,0,20.3,,20.1,,15.1,,22,0
7/7/18 00:00,19.2,0,16,2.8,17,0,,,20.2,0,19.6,0,16.1,0,,,15.2,0.2,19.7,0,18.8,4.2,16.5,,26.8,0
7/8/18 00:00,16.5,0,13.5,0.4,19.4,0,,,23.7,0,21.1,0,21,0,,,16.4,0,21.6,0,17.2,0,17.4,,24.3,0
7/9/18 00:00,19.5,0,18.9,0.2,20.1,0,,,25.4,0,24.6,0,22.5,4.2,,,17.8,0,23.6,0,17.8,0.2,15.5,,22,0
7/10/18 00:00,15.8,8.9,18.8,16,18.9,0,,,24.4,0,23.2,0,19.6,0,,,21,0,24.3,0,17.6,0,14.4,,23.5,1.2
7/11/18 00:00,19.7,0,17.9,0,19.3,0,,,20.7,0,20.1,0,15.4,0,,,20.6,0,22.2,0,17.6,0,13.7,,24.3,1.1
7/12/18 00:00,18.8,0,17.8,0,18.3,0,,,22.2,0,21.8,0,19.3,0,,,17.9,4.2,23.3,0,19.1,0,9.7,,25.7,0
7/13/18 00:00,21.4,0,17.8,2.8,17.4,0,,,22.8,0,20.9,0,20.2,0,,,14.2,0,25.8,0,19.8,0,14.9,,26.6,0
7/14/18 00:00,14.6,2.2,12.9,0,15.6,0.7,,,25,0,24.4,5.4,18.5,4,,,11.4,0.9,25.1,0.2,19.2,0,13.6,,26.6,0
7/15/18 00:00,17.4,0,14.6,0,19.8,0,,,26.4,0,25.4,0,20.6,13.3,,,16.7,17.5,25.9,0,19.4,0,11,,21.4,0
7/16/18 00:00,21.1,0,20.9,0,22.1,0,,,26.7,0,25.7,0.8,20.8,0,,,20.4,9.9,26.6,8,20.4,0,13.3,,17.7,0
7/17/18 00:00,22.2,0,19.7,0,20.9,0,,,23.5,32,23.2,4.6,21.2,7.2,,,19.3,0.6,22.7,0,21.9,0,10.9,,19.5,0
7/18/18 00:00,20.2,0.3,20.5,11,20.2,36,,,18.8,0,18.4,0,17.4,0,,,19.8,2.3,19.8,0,19.2,0,11.6,,23.1,0
7/19/18 00:00,19.5,0.4,,13.4,19,0,,,20,0,19.5,0,16.2,0,,,21.7,10,20.7,0,17.4,0,14.2,,24.2,14.3
7/20/18 00:00,20.3,0,16.8,6,20,0,,,23.7,0,21.6,0,21,0,,,19.4,0,24.2,0.6,16.4,0,16.2,,21.7,0
7/21/18 00:00,16.8,0.4,12.5,2.8,18,1.6,,,25.3,0,24.1,0,23.9,0,,,20.6,0,22.1,0.4,16.9,0,16.6,,21.7,0
7/22/18 00:00,16.7,0,14.8,1,20,5.4,,,22.5,3.4,20.7,16.6,19.9,4.4,,,20.6,11.2,20.4,15.4,18.3,0,18.5,,22.1,5.5
7/23/18 00:00,15.9,3.8,12.5,0.2,24.1,0,,,25.8,0,25.8,43,22.4,7.3,,,18.3,5.7,24.4,0,20,0,20.2,,20.2,0
7/24/18 00:00,13.6,7.2,12.5,0,24.2,0,,,26.4,0,24.6,9.8,25.8,6.3,,,15.2,0.2,26,5.4,19.9,0,19.6,,18.7,0
7/25/18 00:00,16,0.4,12.2,0,24.4,0,,,23.6,28.9,22.2,61.4,24.8,24.2,,,22.1,0,24.5,0,21.2,0,19.1,,16.1,4.9
7/26/18 00:00,18.1,3.4,15.5,0,22.3,4,,,24.1,26.8,23.5,0,22.1,1.4,,,22.3,0,23.3,8,21,0,21.5,,18.6,0.1
7/27/18 00:00,16.1,0,14.7,0,22.3,0,,,24.6,0,22,8.4,22,0.5,,,17,0,21.7,2,20.8,0,21.5,,20.6,0.4
7/28/18 00:00,17.6,0,16.9,0,21.9,0,,,22.8,1.4,21.3,21.2,21,0.9,,,13.4,0.3,19.3,0.2,20.7,0,19.5,,21.9,0
7/29/18 00:00,20,0,18.3,0,22.7,7.4,,,22.3,0,20.7,9,20.3,0.1,,,20.7,15.3,19.9,0,21.7,0,19,,22.7,0
7/30/18 00:00,22.2,0.8,19.2,1,22.4,0,,,23,0,21.5,0,20.2,0,,,20.4,0,22,0,22.5,0,20.4,,24.2,0
7/31/18 00:00,19.2,0.4,18.5,0,22.7,10.8,,,24.3,0,22.9,0,21.1,0,,,20.1,0,22,0,21,0,20.8,,18.7,0
8/1/18 00:00,21.9,14.5,20.5,1.4,23.6,0,,,25.1,3.6,23.9,0.6,20.9,0,,,21.7,0,23.7,0.6,18.8,0,21.8,,15,0
8/2/18 00:00,18.3,3.8,15.7,0.4,21.7,0,,,25.4,0,24.2,0,21.3,7.4,,,22.8,0.9,24.2,0,18.2,0,18.3,,15.9,0
8/3/18 00:00,18.5,4.2,14.7,2.4,25.2,0,,,24.3,0,23.5,0,21,0,,,18.7,10.6,24.5,0,19.2,0,16.8,,22.8,0
8/4/18 00:00,15.4,2.8,17.2,4.7,24.4,1,,,23.5,1.7,23.9,0,22.4,11,,,13.9,0,25.7,0,18.2,0,19,,21.5,17
8/5/18 00:00,17.5,0,15.9,0,20.8,12.2,,,25.8,0,24.9,0,22.1,0,,,15,0.2,27,0,20.4,0,19.8,,17.7,2.8
8/6/18 00:00,19.6,0,18,0,23.3,0,,,26.6,9,26.7,38.4,23.9,5,,,14.6,0,27.8,22.6,20.7,0,17.4,,17.7,0
8/7/18 00:00,21.7,0,17.8,0,25.4,0,,,25.1,0.9,23.9,5.4,23.3,5.5,,,18.8,0,24.4,6,21,0,14,,24.3,0
8/8/18 00:00,20.8,0,18.8,0,22.8,0,,,24.2,5.3,22.1,6.4,22.3,0,,,20.5,0,21.6,21,22.7,0,12.6,,24.5,0
8/9/18 00:00,23.5,0,20.7,0,21.2,5.6,,,,,22.9,0,21.6,3.4,,,15.7,0,23.1,2.4,22.5,0,12.5,,24.1,0
8/10/18 00:00,26.2,0,20.4,0,21.9,0,,,20.3,0,20.3,0,17.8,0.1,,,20.7,9.4,21.1,0,22.7,0,11,,26.3,0
8/11/18 00:00,20.1,0.8,15.4,4.8,20.6,0,,,22.3,0,20.2,0,19.2,0,,,19.6,4.9,21.1,4.2,19.4,6.2,11.6,,27.6,0
8/12/18 00:00,13.9,7.4,10.3,15.8,22.2,0,,,23.5,0,21.9,0,21.1,0,,,18.6,0,23.1,0,18.3,0.6,15.9,,29,0
8/13/18 00:00,14.6,0,12.4,0,21.3,0,,,25.8,0,22.8,0,21.9,0,,,19.4,0,23.2,0,17.5,0,16.3,,21.7,0
8/14/18 00:00,18.7,0,17.3,0,20.9,8,,,25.5,8.1,23.1,1.4,23.9,0,,,21.4,0,26,0,18.9,0,15.5,,15.1,0
8/15/18 00:00,19.6,0,15.4,0,22.4,0,,,24.2,0,21.6,0.4,19,1.5,,,20.2,27.9,25.7,0,19.4,0,10.7,,21.8,0
8/16/18 00:00,19.3,0,18.6,0,21.2,0,,,20.8,0,19.6,0,17.2,0,,,18.3,12.2,25.1,1.4,18.4,0,12.9,,19.6,0
8/17/18 00:00,20,0,17.1,1.6,18.8,0,,,20.8,2.7,20.2,2.2,17.7,33.6,,,12.1,0,25.3,14.6,16.7,0,10.7,,20,0
8/18/18 00:00,13.5,0,12.6,0,17.2,23.2,,,21.5,0,20.8,0,18.8,0.1,,,13.6,0.2,22,0.4,,0,11.1,,25.8,0.4
8/19/18 00:00,11.7,0,11.7,0,18.5,0,,,22.1,0,20.7,0,18.2,0,,,12.6,20,21,0,16.7,0,12.1,,19,0
8/20/18 00:00,15,0.8,11.7,0,17.4,0,,,21.6,0,20.7,0,19.2,0,,,11.6,0,21.7,0,18.3,0,15.7,,17.7,0
8/21/18 00:00,16,0,14.1,0,16.7,0,,,22.4,0.2,19.7,16,19.9,0,,,12.9,0.3,22.8,25.6,19.7,0,18.8,,18.8,0
8/22/18 00:00,20.6,0,15.6,0,19.5,8,,,19.4,0.4,19.5,8.8,18.4,16.6,,,18.7,0.4,18.3,0.8,17.8,0,14.2,,22,0
8/23/18 00:00,19.4,0,14.2,0,19.9,0,,,19.2,0.2,17.6,0,16.9,0.1,,,22.5,0.3,20.7,0,17,0,12.6,,23.7,0
8/24/18 00:00,12.4,6.4,9.1,4.4,19.6,0,,,23.8,0,20.8,0,19.8,0,,,20.3,0.3,20.8,0,16,0,12.6,,21.7,0
8/25/18 00:00,12.8,0,9.9,0.2,20.5,0,,,23.1,0,21,0.6,20.6,0,,,19.4,0,22.9,17.8,14.5,7.8,11.5,,18.2,0
8/26/18 00:00,14,5.8,11.6,4,18.3,0,,,22.8,16,22.5,4,20.1,0,,,21,0,24.5,0,16.4,0.8,10.6,,15.9,9.9
8/27/18 00:00,9.3,2,9.8,1,21,0,,,22.4,3.1,20.5,0.4,22.6,0,,,18.2,0,24.3,0.8,15.8,0,15.2,,14.1,0
8/28/18 00:00,12,0,13.8,0.4,22.9,0,,,26.3,6,24.4,0,23.5,2.5,,,20.3,0,28,0,16.4,0,13.1,,14.4,2.7
8/29/18 00:00,15.7,0.6,14.5,2.2,23.6,0,,,26.2,1.3,23.1,17.8,18.5,13.9,,,17.5,0,23,0,18.2,0.8,11.8,,18,0
8/30/18 00:00,14.3,0.6,13.2,9.2,20.5,0,,,18.3,0.2,16.3,0,15.2,0.1,,,13.7,5.1,16.8,0,17.9,0,10.4,,21.2,0
8/31/18 00:00,13.2,0,10.4,0.8,17.2,0,,,17.9,0,16.5,0,14.8,0,,,13.2,0,19.8,0,17.2,0,9.1,,21.5,0.7
9/1/18 00:00,11.7,1.6,10,3.2,16.5,0,,,23.5,0,22.5,0.2,17.3,1.5,,,9.5,0,21.3,0,16,0,7.2,,18.9,0
9/2/18 00:00,12.6,0,9.5,0,18.5,0,,,22.3,9.6,23.1,3,18.4,27.7,,,10.5,0,26.1,0.4,16.1,0,7.4,,18.2,0
9/3/18 00:00,11.2,2.1,8.7,4.2,19.9,0,,,25.7,4.2,25.5,0,22.6,1.3,,,18.1,0,26.8,0,15.9,0,13,,18.4,0
9/4/18 00:00,9.8,0,9,0,19.2,2.2,,,22,0,20.9,0.4,18.8,0,,,16.3,0.5,23.9,0,15,0,9,,16.7,10.8
9/5/18 00:00,12,0,10.7,0,19.9,0,,,25.7,1,24.7,1.8,20.4,0.1,,,14.4,0,27.9,0.4,15.7,0,8.3,,13.2,0
9/6/18 00:00,14.5,0,13.6,0,22.1,1.6,,,20.4,0,18,0,17.8,0,,,15.4,0,21.4,0.6,19.5,0,8.5,,16.3,0
9/7/18 00:00,17.7,0,17.1,0,16.7,0,,,16.8,0,15.2,0,13.3,0,,,13.1,0,19.8,0,17.1,0.8,5.5,,16.8,0
9/8/18 00:00,16.3,0,11.7,0.2,13.2,0,,,12.8,0,12.1,0,9.8,0.1,,,12.4,1.3,14.6,0,16.6,3,9.3,,16.4,2.4
9/9/18 00:00,13,0,10.3,0,12.5,0,,,11.8,0,11,0,10.4,0,,,9.9,0.3,,0,15.2,7.2,8.8,,19.2,1.7
9/10/18 00:00,11.6,5.4,6,3.4,12.1,0,,,13.1,17.3,11.1,4.8,10.8,0.5,,,9.7,0,14.1,26.2,14.8,7,9.2,,,
9/11/18 00:00,10.8,0.8,7.8,4.2,15.3,29.2,,,16.6,6.9,15.6,0.8,14.5,9.4,,,13,0,17.6,0,15.7,1.6,7.7,,18.5,3.2
9/12/18 00:00,4.2,0,3.6,17.4,16.5,0.6,,,19.7,0,17.9,0,16.6,0.1,,,14.2,52.3,18.3,0,15.5,0,6.5,,11,9.9
9/13/18 00:00,0.3,0.2,-0.9,4,17.8,0,,,20.2,0,19.1,0,17.3,0,,,12.2,0,20.8,0,15.2,0,9,,15,20.8
9/14/18 00:00,1.1,0.2,0.8,0,19,0,,,22.1,0,20.7,0,18.4,0,,,9.7,0,23.8,0,15.3,0.2,6.8,,14.3,0.5
9/15/18 00:00,3.5,0.6,1.2,11.8,20.4,0,,,23,0,24,0,18.8,0.1,,,15.7,0,24.3,0,14.5,7.6,3.8,,14.3,0
9/16/18 00:00,2.6,1,1.6,10.2,19.2,0,,,23.2,0,23.3,0,18.9,0,,,12.8,0.6,24,0,14.4,16.6,3.1,,16.9,0.1
9/17/18 00:00,6.9,0.8,2.8,0.2,21,0,,,24.6,0,23.1,0,20.4,0.1,,,11.9,6.5,23.5,0,13.6,0.4,2.6,,9.2,0.9
9/18/18 00:00,4.8,0.4,4.7,0,19.3,6,,,19.4,0.2,17.8,0,12.3,0.4,,,6.2,22.6,21.5,0,11.6,0,3.5,,12.6,0
9/19/18 00:00,7.4,0.6,4.9,0,11.3,1.8,,,14.1,0.2,12.7,0,11.9,0.1,,,6.8,0,17.8,0,13.6,1,5,,10.6,0
9/20/18 00:00,5.1,0,4.1,0.4,10.5,0,,,13.2,0,12.5,1,11.9,0,,,7.8,2.6,16.9,0,13,8.8,4.5,,8.3,8.7
9/21/18 00:00,2.8,4.2,0.7,7,11.6,0,,,18.8,32.8,20.6,31.6,13.2,32.8,,,4.5,0,22.4,0.4,14,23.8,4.1,,,
9/22/18 00:00,-0.2,1.4,-0.4,9,14.8,2,,,13.9,0.4,10.3,0,10.4,0.4,,,7.8,4.5,13.2,0,15.6,15.8,5.9,,5.4,7.1
9/23/18 00:00,3.3,0.8,4.1,0.2,11,0,,,12.8,0,9.9,0,5.6,0,,,10.3,0,12.8,0,12.6,0.2,9.6,,3.9,0.5
9/24/18 00:00,8.8,1.8,6.3,0.8,7,0,,,10,0.2,9.7,0,4.4,0.1,,,6.8,0,14.9,2.2,12.4,0,8.4,,6.8,0.9
9/25/18 00:00,10.5,0,7.5,0,7.4,0.8,,,13.5,3.9,12.4,9.8,7.6,14.5,,,3.5,0,18.6,6.2,11.5,0,7.4,,9.8,4.1
9/26/18 00:00,10.3,1.6,9.6,1.4,15.6,22.4,,,16.9,3.9,15.9,8.6,16,13.1,,,5.6,0.2,17.6,0,12.2,0,4.2,,6.1,2.1
9/27/18 00:00,3.3,12.1,3.2,0.2,15.2,15.8,,,13.3,0.2,10.9,0,10.5,0,,,13.8,3,13.1,0,13.1,0,2.9,,6.1,8.7
9/28/18 00:00,3.6,1.2,0.8,1.2,14.5,19.2,,,16.6,0.5,14.2,3.4,14.7,0.1,,,11.1,0.4,16.6,3.2,14.8,0,4.7,,2.5,0.3
9/29/18 00:00,0.7,0,-1.4,0,13.4,0.2,,,12.9,1.3,10.1,2.4,11.6,4.5,,,15.8,0.2,12.2,0,12.8,0.8,2.7,,4,0
9/30/18 00:00,-1.6,0.4,-0.3,0,11.6,0,,,10,1,7.9,1,7.9,2.1,,,11,7.8,11.2,10.4,13.2,16.2,2.2,,3.5,0
10/1/18 00:00,-0.8,5,1.8,0.2,9.6,0,,,10.7,0.4,9.7,2.4,7.4,0,,,9.3,0,10,9.8,15.3,6.4,3.7,,5.3,0
10/2/18 00:00,-3,23.7,-1.5,0.2,7.7,3.4,,,9.5,7.7,8.4,9.4,,,,,4.7,0,11.2,12.6,10.3,0.4,2.5,,10.1,0
10/3/18 00:00,-4.7,0.8,-0.1,0,14.3,20.9,,,10.6,0,10.8,0,9.7,0,,,3.5,0,14.3,0,6,0,0.5,,3,9.6
10/4/18 00:00,-1.2,0,1.7,0,15.7,0.4,,,15.2,2.1,14.3,5.4,9.5,2.9,,,11.3,0.4,14.6,4,7.5,0,1.3,,1,0
10/5/18 00:00,0.1,0,0.5,0,9.5,0.6,,,7.1,0,6.4,0,5.1,0,,,13.7,5.2,8.9,0,9.8,1.2,2.9,,1.5,8.2
10/6/18 00:00,2.5,0,2,0,8.9,0,,,9,0,7.5,0,6.4,1.8,,,6.9,0,13.1,1.4,10.6,0,2.6,,2.1,0
10/7/18 00:00,3,0,2.8,2.6,9.1,0.2,,,8.3,0,9.3,0,6.9,0.8,,,6.8,0.8,13.1,5.2,11,6.2,1.3,,3.2,0
10/8/18 00:00,-0.8,1.4,-2.6,2,6.7,0,,,8.6,17.8,8,5.4,7.4,2.5,,,3.7,0.2,12.6,3.2,11.1,2.2,0.4,,5.6,0.1
10/9/18 00:00,-3.7,6.3,-3.4,0.2,12.1,0,,,17.7,0.2,17.8,0,13.2,11.1,,,4.2,3.1,21.2,0,10.2,0,-2.5,,3.3,0
10/10/18 00:00,-2.1,1,-1.6,0,12.5,4.2,,,15.3,4.7,18.7,0.4,7.6,6.1,,,5,3.4,23,0.2,10.2,0,-1.9,,0.9,0
10/11/18 00:00,1.4,0,2.5,0.8,7.5,32.7,,,9.3,6.9,10.2,4.8,5.6,36.4,,,2.4,0,15,0,9.5,0,2.4,,-0.8,0
10/12/18 00:00,6.9,9.8,3.6,12.6,10.6,18.7,,,8.1,0,8,0,6.4,0.2,,,3.5,22.6,8.2,0.8,10,0,1.5,,,
10/13/18 00:00,-1,0.2,-2.8,0,6.2,0.4,,,6.4,0,5.3,0,3.7,0,,,7.3,19.8,6.7,1.2,9.1,0,5.6,,1.7,5.3
10/14/18 00:00,3.4,0,1.9,0,6,0.4,,,8.4,0.2,7.2,0,5.4,0,,,7.5,0.5,9.2,0,8.2,0,4.9,,0.2,0
10/15/18 00:00,10.1,0,9.7,0,8.8,12.6,,,9.4,4.2,6.6,3.2,7.7,15.6,,,5.4,0,8,1,8.3,0,7.9,,0.7,1
10/16/18 00:00,10.5,0,7.7,0,9.9,17.8,,,,,5.3,0,4.7,1.1,,,7.7,26.9,6.5,0,9,0,8.1,,1.9,0
10/17/18 00:00,11.7,0,11.4,0,5.7,0.4,,,,,4.2,0.4,4.4,5.5,,,5.9,0,5.1,0.2,9.2,0,5.7,,0.8,0
10/18/18 00:00,10.4,0,6.9,0,2.5,0.2,,,,,1.6,0,1.2,0.4,,,7,5,3.5,0,9.7,0,5.7,,13.6,0
10/19/18 00:00,6.2,0,4.1,0,2.9,0,,,,,9.4,0,2.3,1.1,,,3.7,3.5,10.6,0,9.7,0,5.2,,6.3,0.6
10/20/18 00:00,10.6,0,6.2,0,10.9,24.2,,,8.4,0.5,6.2,1.2,6.2,5.2,,,5.9,0.2,7.3,0.2,8.3,0,6.6,,0.7,0
10/21/18 00:00,4.7,0,3.4,0,7,0,,,2.6,0,1.3,0,0.9,0.3,,,12.7,11.8,3,0,9,0,5.4,,7.7,0
10/22/18 00:00,5,0,3.9,0,2.2,0,,,3,0,1.7,0,-0.4,0,,,8.4,8,6.6,0,7.4,0,3.7,,4.1,0
10/23/18 00:00,7.8,0,4.4,0,4.1,5.2,,,,,5.4,0,0,0.1,,,3.2,0.2,5.4,0.8,8.1,0.4,5.7,,1.5,0
10/24/18 00:00,8.9,0,2.7,0,10,11.2,,,4.7,0.7,5,0,0.4,0.1,,,,,3.6,0.4,11.8,1,4,,5.5,0
10/25/18 00:00,7.3,0,6.7,0,3.4,0,,,1.3,0,0.8,0,-0.5,0.1,,,8.8,26.5,4.5,0.2,12.3,9,5.2,,7.9,0
10/26/18 00:00,7.7,0,3.7,0,0.8,0,,,,,0,0,-1.7,0.1,,,5.1,1.8,6.7,0,13.1,10.8,2.4,,8.2,2.1
